Date,Subjectivity,Objectivity,Positive,Negative,Neutral,Label
2008-10-28,55.5555555556,44.4444444444,33.3333333333,22.2222222222,44.4444444444,1
2008-10-29,35.7142857143,64.2857142857,7.14285714286,28.5714285714,64.2857142857,0
2008-10-30,46.1538461538,53.8461538462,15.3846153846,30.7692307692,53.8461538462,1
2008-10-31,50.0,50.0,25.0,25.0,50.0,1
2008-11-03,44.4444444444,55.5555555556,11.1111111111,33.3333333333,55.5555555556,0
2008-11-04,41.1764705882,58.8235294118,29.4117647059,11.7647058824,58.8235294118,1
2008-11-05,23.0769230769,76.9230769231,15.3846153846,7.69230769231,76.9230769231,0
2008-11-06,35.7142857143,64.2857142857,7.14285714286,28.5714285714,64.2857142857,0
2008-11-07,9.09090909091,90.9090909091,9.09090909091,0.0,90.9090909091,1
2008-11-10,63.6363636364,36.3636363636,45.4545454545,18.1818181818,36.3636363636,0
2008-11-11,16.6666666667,83.3333333333,0.0,16.6666666667,83.3333333333,0
2008-11-12,60.0,40.0,20.0,40.0,40.0,0
2008-11-13,57.1428571429,42.8571428571,21.4285714286,35.7142857143,42.8571428571,1
2008-11-14,50.0,50.0,10.0,40.0,50.0,0
2008-11-17,36.3636363636,63.6363636364,18.1818181818,18.1818181818,63.6363636364,0
2008-11-18,22.2222222222,77.7777777778,0.0,22.2222222222,77.7777777778,1
2008-11-19,50.0,50.0,50.0,0.0,50.0,0
2008-11-20,30.7692307692,69.2307692308,15.3846153846,15.3846153846,69.2307692308,0
2008-11-21,71.4285714286,28.5714285714,14.2857142857,57.1428571429,28.5714285714,1
2008-11-24,45.4545454545,54.5454545455,0.0,45.4545454545,54.5454545455,1
2008-11-25,27.7777777778,72.2222222222,5.55555555556,22.2222222222,72.2222222222,1
2008-11-26,40.0,60.0,20.0,20.0,60.0,1
2008-11-28,57.1428571429,42.8571428571,28.5714285714,28.5714285714,42.8571428571,1
2008-12-01,28.5714285714,71.4285714286,0.0,28.5714285714,71.4285714286,0
2008-12-02,30.7692307692,69.2307692308,7.69230769231,23.0769230769,69.2307692308,1
2008-12-03,28.5714285714,71.4285714286,4.7619047619,23.8095238095,71.4285714286,1
2008-12-04,41.6666666667,58.3333333333,8.33333333333,33.3333333333,58.3333333333,0
2008-12-05,42.8571428571,57.1428571429,7.14285714286,35.7142857143,57.1428571429,1
2008-12-08,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,1
2008-12-09,41.1764705882,58.8235294118,23.5294117647,17.6470588235,58.8235294118,0
2008-12-10,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,1
2008-12-11,43.75,56.25,18.75,25.0,56.25,0
2008-12-12,35.7142857143,64.2857142857,7.14285714286,28.5714285714,64.2857142857,1
2008-12-15,22.2222222222,77.7777777778,11.1111111111,11.1111111111,77.7777777778,0
2008-12-16,50.0,50.0,16.6666666667,33.3333333333,50.0,1
2008-12-17,54.5454545455,45.4545454545,9.09090909091,45.4545454545,45.4545454545,0
2008-12-18,50.0,50.0,10.0,40.0,50.0,0
2008-12-19,13.3333333333,86.6666666667,6.66666666667,6.66666666667,86.6666666667,0
2008-12-22,44.4444444444,55.5555555556,11.1111111111,33.3333333333,55.5555555556,0
2008-12-23,45.4545454545,54.5454545455,9.09090909091,36.3636363636,54.5454545455,0
2008-12-24,57.1428571429,42.8571428571,42.8571428571,14.2857142857,42.8571428571,1
2008-12-26,42.8571428571,57.1428571429,28.5714285714,14.2857142857,57.1428571429,1
2008-12-29,60.0,40.0,40.0,20.0,40.0,0
2008-12-30,38.8888888889,61.1111111111,5.55555555556,33.3333333333,61.1111111111,1
2008-12-31,46.1538461538,53.8461538462,7.69230769231,38.4615384615,53.8461538462,1
2009-01-02,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2009-01-05,19.0476190476,80.9523809524,4.7619047619,14.2857142857,80.9523809524,0
2009-01-06,52.9411764706,47.0588235294,23.5294117647,29.4117647059,47.0588235294,1
2009-01-07,56.25,43.75,12.5,43.75,43.75,0
2009-01-08,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,0
2009-01-09,33.3333333333,66.6666666667,4.7619047619,28.5714285714,66.6666666667,0
2009-01-12,34.7826086957,65.2173913043,8.69565217391,26.0869565217,65.2173913043,0
2009-01-13,40.0,60.0,20.0,20.0,60.0,0
2009-01-14,50.0,50.0,0.0,50.0,50.0,0
2009-01-15,53.8461538462,46.1538461538,23.0769230769,30.7692307692,46.1538461538,1
2009-01-16,35.2941176471,64.7058823529,17.6470588235,17.6470588235,64.7058823529,1
2009-01-20,45.4545454545,54.5454545455,9.09090909091,36.3636363636,54.5454545455,0
2009-01-21,46.1538461538,53.8461538462,7.69230769231,38.4615384615,53.8461538462,1
2009-01-22,29.4117647059,70.5882352941,5.88235294118,23.5294117647,70.5882352941,0
2009-01-23,25.0,75.0,0.0,25.0,75.0,0
2009-01-26,50.0,50.0,16.6666666667,33.3333333333,50.0,1
2009-01-27,29.4117647059,70.5882352941,11.7647058824,17.6470588235,70.5882352941,1
2009-01-28,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,1
2009-01-29,35.7142857143,64.2857142857,14.2857142857,21.4285714286,64.2857142857,0
2009-01-30,50.0,50.0,16.6666666667,33.3333333333,50.0,0
2009-02-02,50.0,50.0,20.0,30.0,50.0,0
2009-02-03,66.6666666667,33.3333333333,16.6666666667,50.0,33.3333333333,1
2009-02-04,55.5555555556,44.4444444444,22.2222222222,33.3333333333,44.4444444444,0
2009-02-05,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2009-02-06,62.5,37.5,31.25,31.25,37.5,1
2009-02-09,46.1538461538,53.8461538462,15.3846153846,30.7692307692,53.8461538462,0
2009-02-10,25.0,75.0,0.0,25.0,75.0,0
2009-02-11,43.75,56.25,12.5,31.25,56.25,1
2009-02-12,33.3333333333,66.6666666667,11.1111111111,22.2222222222,66.6666666667,0
2009-02-13,50.0,50.0,7.14285714286,42.8571428571,50.0,0
2009-02-17,18.1818181818,81.8181818182,0.0,18.1818181818,81.8181818182,0
2009-02-18,43.75,56.25,18.75,25.0,56.25,1
2009-02-19,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,0
2009-02-20,33.3333333333,66.6666666667,0.0,33.3333333333,66.6666666667,0
2009-02-23,25.0,75.0,25.0,0.0,75.0,0
2009-02-24,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,1
2009-02-25,6.66666666667,93.3333333333,0.0,6.66666666667,93.3333333333,0
2009-02-26,45.4545454545,54.5454545455,18.1818181818,27.2727272727,54.5454545455,0
2009-02-27,18.75,81.25,18.75,0.0,81.25,0
2009-03-02,25.0,75.0,12.5,12.5,75.0,0
2009-03-03,60.0,40.0,33.3333333333,26.6666666667,40.0,0
2009-03-04,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2009-03-05,31.25,68.75,12.5,18.75,68.75,0
2009-03-06,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,1
2009-03-09,33.3333333333,66.6666666667,8.33333333333,25.0,66.6666666667,0
2009-03-10,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2009-03-11,62.5,37.5,25.0,37.5,37.5,1
2009-03-12,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,1
2009-03-13,27.7777777778,72.2222222222,16.6666666667,11.1111111111,72.2222222222,1
2009-03-16,13.3333333333,86.6666666667,0.0,13.3333333333,86.6666666667,0
2009-03-17,53.3333333333,46.6666666667,13.3333333333,40.0,46.6666666667,1
2009-03-18,60.0,40.0,40.0,20.0,40.0,1
2009-03-19,28.5714285714,71.4285714286,14.2857142857,14.2857142857,71.4285714286,0
2009-03-20,38.4615384615,61.5384615385,23.0769230769,15.3846153846,61.5384615385,0
2009-03-23,60.0,40.0,26.6666666667,33.3333333333,40.0,1
2009-03-24,55.5555555556,44.4444444444,0.0,55.5555555556,44.4444444444,0
2009-03-25,45.4545454545,54.5454545455,0.0,45.4545454545,54.5454545455,1
2009-03-26,41.6666666667,58.3333333333,16.6666666667,25.0,58.3333333333,1
2009-03-27,36.3636363636,63.6363636364,0.0,36.3636363636,63.6363636364,0
2009-03-30,21.4285714286,78.5714285714,7.14285714286,14.2857142857,78.5714285714,0
2009-03-31,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2009-04-01,20.0,80.0,0.0,20.0,80.0,1
2009-04-02,42.8571428571,57.1428571429,28.5714285714,14.2857142857,57.1428571429,1
2009-04-03,43.75,56.25,12.5,31.25,56.25,1
2009-04-06,27.2727272727,72.7272727273,0.0,27.2727272727,72.7272727273,0
2009-04-07,38.8888888889,61.1111111111,5.55555555556,33.3333333333,61.1111111111,0
2009-04-08,27.2727272727,72.7272727273,18.1818181818,9.09090909091,72.7272727273,1
2009-04-09,38.4615384615,61.5384615385,23.0769230769,15.3846153846,61.5384615385,1
2009-04-13,50.0,50.0,12.5,37.5,50.0,0
2009-04-14,58.3333333333,41.6666666667,33.3333333333,25.0,41.6666666667,0
2009-04-15,47.0588235294,52.9411764706,5.88235294118,41.1764705882,52.9411764706,1
2009-04-16,57.1428571429,42.8571428571,0.0,57.1428571429,42.8571428571,1
2009-04-17,20.0,80.0,0.0,20.0,80.0,1
2009-04-20,75.0,25.0,25.0,50.0,25.0,0
2009-04-21,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2009-04-22,20.0,80.0,15.0,5.0,80.0,0
2009-04-23,34.7826086957,65.2173913043,17.3913043478,17.3913043478,65.2173913043,1
2009-04-24,23.0769230769,76.9230769231,15.3846153846,7.69230769231,76.9230769231,1
2009-04-27,13.3333333333,86.6666666667,13.3333333333,0.0,86.6666666667,0
2009-04-28,23.0769230769,76.9230769231,7.69230769231,15.3846153846,76.9230769231,0
2009-04-29,45.4545454545,54.5454545455,36.3636363636,9.09090909091,54.5454545455,1
2009-04-30,58.3333333333,41.6666666667,16.6666666667,41.6666666667,41.6666666667,0
2009-05-01,50.0,50.0,20.0,30.0,50.0,1
2009-05-04,40.0,60.0,20.0,20.0,60.0,1
2009-05-05,55.5555555556,44.4444444444,11.1111111111,44.4444444444,44.4444444444,0
2009-05-06,26.6666666667,73.3333333333,13.3333333333,13.3333333333,73.3333333333,1
2009-05-07,33.3333333333,66.6666666667,16.6666666667,16.6666666667,66.6666666667,0
2009-05-08,53.8461538462,46.1538461538,15.3846153846,38.4615384615,46.1538461538,1
2009-05-11,23.0769230769,76.9230769231,11.5384615385,11.5384615385,76.9230769231,0
2009-05-12,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,1
2009-05-13,36.8421052632,63.1578947368,15.7894736842,21.0526315789,63.1578947368,0
2009-05-14,47.0588235294,52.9411764706,0.0,47.0588235294,52.9411764706,1
2009-05-15,18.1818181818,81.8181818182,18.1818181818,0.0,81.8181818182,0
2009-05-18,50.0,50.0,30.0,20.0,50.0,1
2009-05-19,25.0,75.0,6.25,18.75,75.0,0
2009-05-20,60.0,40.0,10.0,50.0,40.0,0
2009-05-21,62.5,37.5,37.5,25.0,37.5,0
2009-05-22,53.8461538462,46.1538461538,7.69230769231,46.1538461538,46.1538461538,0
2009-05-26,38.4615384615,61.5384615385,7.69230769231,30.7692307692,61.5384615385,1
2009-05-27,77.7777777778,22.2222222222,44.4444444444,33.3333333333,22.2222222222,0
2009-05-28,30.7692307692,69.2307692308,7.69230769231,23.0769230769,69.2307692308,1
2009-05-29,43.75,56.25,12.5,31.25,56.25,1
2009-06-01,30.7692307692,69.2307692308,7.69230769231,23.0769230769,69.2307692308,1
2009-06-02,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2009-06-03,12.5,87.5,12.5,0.0,87.5,0
2009-06-04,35.7142857143,64.2857142857,7.14285714286,28.5714285714,64.2857142857,1
2009-06-05,28.5714285714,71.4285714286,21.4285714286,7.14285714286,71.4285714286,1
2009-06-08,37.5,62.5,0.0,37.5,62.5,1
2009-06-09,29.4117647059,70.5882352941,0.0,29.4117647059,70.5882352941,0
2009-06-10,53.3333333333,46.6666666667,33.3333333333,20.0,46.6666666667,0
2009-06-11,35.0,65.0,20.0,15.0,65.0,1
2009-06-12,42.1052631579,57.8947368421,26.3157894737,15.7894736842,57.8947368421,1
2009-06-15,21.7391304348,78.2608695652,13.0434782609,8.69565217391,78.2608695652,0
2009-06-16,38.8888888889,61.1111111111,16.6666666667,22.2222222222,61.1111111111,0
2009-06-17,38.8888888889,61.1111111111,16.6666666667,22.2222222222,61.1111111111,0
2009-06-18,35.7142857143,64.2857142857,25.0,10.7142857143,64.2857142857,1
2009-06-19,43.75,56.25,12.5,31.25,56.25,0
2009-06-22,27.7777777778,72.2222222222,5.55555555556,22.2222222222,72.2222222222,0
2009-06-23,42.8571428571,57.1428571429,21.4285714286,21.4285714286,57.1428571429,0
2009-06-24,43.75,56.25,31.25,12.5,56.25,0
2009-06-25,43.75,56.25,31.25,12.5,56.25,1
2009-06-26,50.0,50.0,0.0,50.0,50.0,0
2009-06-29,25.0,75.0,12.5,12.5,75.0,1
2009-06-30,22.2222222222,77.7777777778,0.0,22.2222222222,77.7777777778,0
2009-07-01,26.3157894737,73.6842105263,10.5263157895,15.7894736842,73.6842105263,1
2009-07-02,8.33333333333,91.6666666667,0.0,8.33333333333,91.6666666667,0
2009-07-06,25.0,75.0,0.0,25.0,75.0,1
2009-07-07,42.1052631579,57.8947368421,21.0526315789,21.0526315789,57.8947368421,0
2009-07-08,44.0,56.0,24.0,20.0,56.0,1
2009-07-09,35.2941176471,64.7058823529,5.88235294118,29.4117647059,64.7058823529,1
2009-07-10,35.0,65.0,10.0,25.0,65.0,0
2009-07-13,27.2727272727,72.7272727273,4.54545454545,22.7272727273,72.7272727273,1
2009-07-14,70.0,30.0,20.0,50.0,30.0,1
2009-07-15,46.1538461538,53.8461538462,15.3846153846,30.7692307692,53.8461538462,1
2009-07-16,33.3333333333,66.6666666667,9.52380952381,23.8095238095,66.6666666667,1
2009-07-17,66.6666666667,33.3333333333,33.3333333333,33.3333333333,33.3333333333,1
2009-07-20,61.1111111111,38.8888888889,27.7777777778,33.3333333333,38.8888888889,1
2009-07-21,21.0526315789,78.9473684211,5.26315789474,15.7894736842,78.9473684211,1
2009-07-22,32.0,68.0,8.0,24.0,68.0,0
2009-07-23,54.5454545455,45.4545454545,0.0,54.5454545455,45.4545454545,1
2009-07-24,26.6666666667,73.3333333333,13.3333333333,13.3333333333,73.3333333333,1
2009-07-27,47.0588235294,52.9411764706,11.7647058824,35.2941176471,52.9411764706,1
2009-07-28,40.9090909091,59.0909090909,22.7272727273,18.1818181818,59.0909090909,0
2009-07-29,26.9230769231,73.0769230769,7.69230769231,19.2307692308,73.0769230769,0
2009-07-30,42.1052631579,57.8947368421,21.0526315789,21.0526315789,57.8947368421,1
2009-07-31,22.2222222222,77.7777777778,7.40740740741,14.8148148148,77.7777777778,1
2009-08-03,28.0,72.0,12.0,16.0,72.0,1
2009-08-04,21.4285714286,78.5714285714,7.14285714286,14.2857142857,78.5714285714,1
2009-08-05,26.6666666667,73.3333333333,6.66666666667,20.0,73.3333333333,0
2009-08-06,33.3333333333,66.6666666667,23.8095238095,9.52380952381,66.6666666667,0
2009-08-07,55.5555555556,44.4444444444,0.0,55.5555555556,44.4444444444,1
2009-08-10,52.1739130435,47.8260869565,17.3913043478,34.7826086957,47.8260869565,0
2009-08-11,31.5789473684,68.4210526316,15.7894736842,15.7894736842,68.4210526316,0
2009-08-12,40.0,60.0,20.0,20.0,60.0,1
2009-08-13,31.5789473684,68.4210526316,10.5263157895,21.0526315789,68.4210526316,1
2009-08-14,50.0,50.0,8.33333333333,41.6666666667,50.0,0
2009-08-17,47.3684210526,52.6315789474,10.5263157895,36.8421052632,52.6315789474,0
2009-08-18,21.7391304348,78.2608695652,4.34782608696,17.3913043478,78.2608695652,1
2009-08-19,26.9230769231,73.0769230769,15.3846153846,11.5384615385,73.0769230769,1
2009-08-20,42.8571428571,57.1428571429,23.8095238095,19.0476190476,57.1428571429,1
2009-08-21,50.0,50.0,15.0,35.0,50.0,1
2009-08-24,24.0,76.0,16.0,8.0,76.0,1
2009-08-25,37.5,62.5,12.5,25.0,62.5,1
2009-08-26,30.0,70.0,10.0,20.0,70.0,1
2009-08-27,47.8260869565,52.1739130435,21.7391304348,26.0869565217,52.1739130435,1
2009-08-28,22.7272727273,77.2727272727,13.6363636364,9.09090909091,77.2727272727,0
2009-08-31,58.3333333333,41.6666666667,8.33333333333,50.0,41.6666666667,0
2009-09-01,24.0,76.0,8.0,16.0,76.0,0
2009-09-02,54.5454545455,45.4545454545,18.1818181818,36.3636363636,45.4545454545,0
2009-09-03,38.4615384615,61.5384615385,23.0769230769,15.3846153846,61.5384615385,1
2009-09-04,28.5714285714,71.4285714286,7.14285714286,21.4285714286,71.4285714286,1
2009-09-08,30.0,70.0,20.0,10.0,70.0,1
2009-09-09,35.7142857143,64.2857142857,7.14285714286,28.5714285714,64.2857142857,1
2009-09-10,45.8333333333,54.1666666667,33.3333333333,12.5,54.1666666667,1
2009-09-11,50.0,50.0,18.1818181818,31.8181818182,50.0,0
2009-09-14,44.8275862069,55.1724137931,31.0344827586,13.7931034483,55.1724137931,1
2009-09-15,,,,,,1
2009-09-16,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,1
2009-09-17,29.4117647059,70.5882352941,5.88235294118,23.5294117647,70.5882352941,0
2009-09-18,42.8571428571,57.1428571429,14.2857142857,28.5714285714,57.1428571429,1
2009-09-21,55.5555555556,44.4444444444,38.8888888889,16.6666666667,44.4444444444,0
2009-09-22,31.5789473684,68.4210526316,26.3157894737,5.26315789474,68.4210526316,1
2009-09-23,36.3636363636,63.6363636364,24.2424242424,12.1212121212,63.6363636364,0
2009-09-24,22.5,77.5,7.5,15.0,77.5,0
2009-09-25,28.5714285714,71.4285714286,14.2857142857,14.2857142857,71.4285714286,0
2009-09-28,43.75,56.25,25.0,18.75,56.25,1
2009-09-29,42.8571428571,57.1428571429,17.8571428571,25.0,57.1428571429,0
2009-09-30,27.2727272727,72.7272727273,18.1818181818,9.09090909091,72.7272727273,0
2009-10-01,50.0,50.0,20.0,30.0,50.0,0
2009-10-02,68.4210526316,31.5789473684,21.0526315789,47.3684210526,31.5789473684,0
2009-10-05,55.5555555556,44.4444444444,16.6666666667,38.8888888889,44.4444444444,1
2009-10-06,47.619047619,52.380952381,23.8095238095,23.8095238095,52.380952381,1
2009-10-07,52.9411764706,47.0588235294,23.5294117647,29.4117647059,47.0588235294,0
2009-10-08,42.1052631579,57.8947368421,10.5263157895,31.5789473684,57.8947368421,1
2009-10-09,35.0,65.0,5.0,30.0,65.0,1
2009-10-12,43.75,56.25,12.5,31.25,56.25,1
2009-10-13,33.3333333333,66.6666666667,11.1111111111,22.2222222222,66.6666666667,0
2009-10-14,76.4705882353,23.5294117647,23.5294117647,52.9411764706,23.5294117647,1
2009-10-15,42.8571428571,57.1428571429,9.52380952381,33.3333333333,57.1428571429,1
2009-10-16,34.7826086957,65.2173913043,8.69565217391,26.0869565217,65.2173913043,0
2009-10-19,40.9090909091,59.0909090909,18.1818181818,22.7272727273,59.0909090909,1
2009-10-20,41.1764705882,58.8235294118,23.5294117647,17.6470588235,58.8235294118,0
2009-10-21,42.8571428571,57.1428571429,19.0476190476,23.8095238095,57.1428571429,0
2009-10-22,29.0322580645,70.9677419355,6.45161290323,22.5806451613,70.9677419355,1
2009-10-23,37.037037037,62.962962963,11.1111111111,25.9259259259,62.962962963,0
2009-10-26,31.5789473684,68.4210526316,15.7894736842,15.7894736842,68.4210526316,0
2009-10-27,37.5,62.5,18.75,18.75,62.5,1
2009-10-28,37.5,62.5,25.0,12.5,62.5,0
2009-10-29,30.4347826087,69.5652173913,8.69565217391,21.7391304348,69.5652173913,1
2009-10-30,43.75,56.25,12.5,31.25,56.25,0
2009-11-02,38.8888888889,61.1111111111,16.6666666667,22.2222222222,61.1111111111,1
2009-11-03,48.0,52.0,24.0,24.0,52.0,0
2009-11-04,23.5294117647,76.4705882353,17.6470588235,5.88235294118,76.4705882353,1
2009-11-05,60.0,40.0,10.0,50.0,40.0,1
2009-11-06,37.5,62.5,29.1666666667,8.33333333333,62.5,1
2009-11-09,41.1764705882,58.8235294118,23.5294117647,17.6470588235,58.8235294118,1
2009-11-10,37.5,62.5,20.8333333333,16.6666666667,62.5,1
2009-11-11,50.0,50.0,11.1111111111,38.8888888889,50.0,1
2009-11-12,38.4615384615,61.5384615385,7.69230769231,30.7692307692,61.5384615385,0
2009-11-13,34.6153846154,65.3846153846,19.2307692308,15.3846153846,65.3846153846,1
2009-11-16,31.5789473684,68.4210526316,15.7894736842,15.7894736842,68.4210526316,1
2009-11-17,42.8571428571,57.1428571429,23.8095238095,19.0476190476,57.1428571429,1
2009-11-18,40.0,60.0,10.0,30.0,60.0,0
2009-11-19,55.0,45.0,35.0,20.0,45.0,0
2009-11-20,37.5,62.5,12.5,25.0,62.5,0
2009-11-23,33.3333333333,66.6666666667,0.0,33.3333333333,66.6666666667,1
2009-11-24,45.0,55.0,20.0,25.0,55.0,0
2009-11-25,41.6666666667,58.3333333333,8.33333333333,33.3333333333,58.3333333333,1
2009-11-27,35.2941176471,64.7058823529,17.6470588235,17.6470588235,64.7058823529,0
2009-11-30,47.3684210526,52.6315789474,21.0526315789,26.3157894737,52.6315789474,1
2009-12-01,47.619047619,52.380952381,19.0476190476,28.5714285714,52.380952381,1
2009-12-02,55.5555555556,44.4444444444,11.1111111111,44.4444444444,44.4444444444,0
2009-12-03,38.4615384615,61.5384615385,15.3846153846,23.0769230769,61.5384615385,0
2009-12-04,45.4545454545,54.5454545455,0.0,45.4545454545,54.5454545455,1
2009-12-07,62.5,37.5,31.25,31.25,37.5,1
2009-12-08,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,0
2009-12-09,41.6666666667,58.3333333333,16.6666666667,25.0,58.3333333333,1
2009-12-10,46.6666666667,53.3333333333,20.0,26.6666666667,53.3333333333,1
2009-12-11,47.3684210526,52.6315789474,21.0526315789,26.3157894737,52.6315789474,1
2009-12-14,23.8095238095,76.1904761905,4.7619047619,19.0476190476,76.1904761905,1
2009-12-15,33.3333333333,66.6666666667,0.0,33.3333333333,66.6666666667,0
2009-12-16,46.1538461538,53.8461538462,23.0769230769,23.0769230769,53.8461538462,0
2009-12-17,38.0952380952,61.9047619048,9.52380952381,28.5714285714,61.9047619048,0
2009-12-18,47.0588235294,52.9411764706,17.6470588235,29.4117647059,52.9411764706,1
2009-12-21,71.4285714286,28.5714285714,28.5714285714,42.8571428571,28.5714285714,1
2009-12-22,62.5,37.5,37.5,25.0,37.5,1
2009-12-23,29.4117647059,70.5882352941,5.88235294118,23.5294117647,70.5882352941,1
2009-12-24,,,,,,1
2009-12-28,34.6153846154,65.3846153846,19.2307692308,15.3846153846,65.3846153846,1
2009-12-29,37.5,62.5,18.75,18.75,62.5,0
2009-12-30,37.5,62.5,16.6666666667,20.8333333333,62.5,1
2009-12-31,25.0,75.0,10.0,15.0,75.0,0
2010-01-04,38.7096774194,61.2903225806,19.3548387097,19.3548387097,61.2903225806,1
2010-01-05,44.4444444444,55.5555555556,22.2222222222,22.2222222222,55.5555555556,0
2010-01-06,23.8095238095,76.1904761905,14.2857142857,9.52380952381,76.1904761905,1
2010-01-07,52.380952381,47.619047619,28.5714285714,23.8095238095,47.619047619,1
